Customer ID,Title,First Name,Middle Name,Last Name,Suffix,Street Address1,Street Address2,City-ZipCode-State,Birth Date,Education Level,Occupation,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag
25913,,Beth,A,Srini,,9759 La Salle Ave.,,Long Beach-90801-California,8/10/47,Partial High School,Clerical,M,M,1,2,1,2,23442,73,0
25915,,Paige,J,Bryant,,6136 North 68th St,,Portland-97201-Oregon,5/9/78,Partial College,Skilled Manual,F,S,0,1,0,0,32259,39,0
25916,,Naomi,,Serrano,,8018 Pinnacle Drive,,Santa Ana-92701-California,7/13/78,Partial College,Skilled Manual,F,M,1,2,0,0,69589,53,0
25917,,Kyle,,Long,,1248 Tanager Cir,,Houston-77001-Texas,3/25/78,Partial College,Skilled Manual,M,M,0,2,0,0,70654,72,0
25918,,Carly,,Anand,,8411 Mt. Orange Place,,Detroit-48201-Michigan,2/10/46,Partial College,Clerical,F,S,0,2,0,2,36984,42,0
25919,,Dana,D,Ramos,,1906 Adobe Dr.,,Oklahoma City-73101-Oklahoma,11/3/46,Partial College,Clerical,F,M,0,2,0,2,37413,48,0
25920,,Orlando,,Gutierrez,,2834 Clifford Court,,Sacramento-94203-California,6/17/46,Bachelors,Management,M,M,0,2,0,2,83900,77,0
25921,,Colin,,Shan,,1524 Reva Dr.,,San Diego-92101-California,9/20/47,Partial College,Clerical,M,S,0,2,0,2,58281,67,1
25922,,Veronica,J,Malhotra,,5957 Hill Drive,,Jacksonville-32099-Florida,9/14/47,Partial College,Clerical,F,S,1,2,0,2,41464,45,0
25923,,Mason,W,Parker,,2281 West Road,,Chicago-60601-Illinois,2/23/48,Partial High School,Clerical,M,S,1,2,1,2,14475,60,0
25924,,Hannah,,Robinson,,536 Beech Ct.,,Indianapolis-46201-Indiana,11/20/78,Partial College,Skilled Manual,F,S,0,2,0,0,83857,43,0
25925,,Brianna,,Cooper,,6482 Colt Ct.,,Memphis-37501-Tennessee,11/2/77,Bachelors,Professional,F,M,0,2,0,0,55542,45,0
25926,,Larry,,Gutierrez,,3433 Roland Dr.,,Miami-33101-Florida,9/15/48,High School,Skilled Manual,M,M,1,2,0,4,26501,67,0
25927,,Tiffany,,Guo,,1721 Driving,,Dallas-75201-Texas,12/4/48,High School,Skilled Manual,F,S,1,2,1,2,19812,51,0
25928,,Mario,J,Sharma,,1039 Adelaide St.,,Long Beach-90801-California,6/8/48,High School,Skilled Manual,M,M,1,2,1,2,35315,77,0
25929,,Alexandra,,Gray,,3799 Hilton Way,,Jersey City-7302-New Jersey,9/25/77,Partial College,Skilled Manual,F,S,0,1,0,0,45718,39,1
25930,,Ethan,L,Harris,,8782 Jamie Way.,,El Paso-79901-Texas,7/10/77,Partial College,Skilled Manual,M,S,1,1,0,0,63659,71,0
25931,,Ryan,M,Henderson,,4292 Wellington Avenue,,Chula Vista-91910-California,8/10/77,Partial College,Skilled Manual,M,S,1,1,0,0,62383,64,1
25932,,Marcus,,Rodriguez,,5863 Sierra,,Arlington-76010-Texas,11/25/77,Partial College,Skilled Manual,M,S,0,1,0,0,37819,60,1
25933,,Dalton,L,Stewart,,2269 Bynum Way,,Plano-75023-Texas,6/5/77,Partial College,Skilled Manual,M,S,0,2,0,0,82240,72,0
25935,,April,A,Tang,,2601 D Bel Air Drive,,New York-10001-New York,3/18/49,Partial High School,Clerical,F,M,1,2,1,2,11619,48,0
25936,,Deanna,H,Schmidt,,4535 The Alameda,,Albuquerque-87101-New Mexico,10/27/49,Partial High School,Clerical,F,S,1,2,1,2,24239,43,0
25938,,Marvin,,Gutierrez,,1538 Mt. Diablo St.,# 147,Washington-20001-DC,10/22/49,Partial College,Clerical,M,S,0,2,0,3,48109,63,0
25939,,Willie,A,Tang,,678 Acardia Pl,,Durham-27701-North Carolina,10/24/50,Partial High School,Clerical,M,M,1,2,1,2,13592,70,0
25940,,Gerald,,Arun,,5296 Birchwood,,Baltimore-21201-Maryland,8/14/51,Partial High School,Clerical,M,S,1,2,1,2,38741,72,0
25941,,Molly,,Perez,,4023 Glen Court,,Plano-75023-Texas,5/17/51,Partial High School,Clerical,F,M,1,2,1,2,26808,51,0
25942,,Brianna,J,Brooks,,3162 Asilomaar Dr,,Columbus-43085-Ohio,1/17/80,Partial College,Skilled Manual,F,S,0,2,0,0,65860,52,0
25943,,Brianna,,McDonald,,5765 Mellowood St.,,Los Angeles-90001-California,2/3/79,Partial College,Skilled Manual,F,S,0,2,0,0,68116,45,0
25944,,Ronald,,Perez,,5421 Almond Avenue,,Orlando-32801-Florida,10/18/52,Partial High School,Clerical,M,S,1,2,1,2,43405,74,1
25945,,Brent,J,Guo,,6199 G St.,,Indianapolis-46201-Indiana,2/17/52,High School,Skilled Manual,M,M,1,2,0,3,62945,77,0
25946,Ms.,Britta,,Simon,,6441 Co Road,,Jacksonville-32099-Florida,3/23/53,Partial College,Skilled Manual,F,M,1,2,0,2,58259,45,0
25947,,Sam,,Wilson,,1485 La Vista Avenue,,Corpus Christi-78401-Texas,10/13/54,Partial High School,Clerical,M,S,1,2,0,3,40708,64,0
25948,,Christine,D,Stone,,901 Newport Drive,,Stockton-95201-California,5/10/54,Partial High School,Clerical,F,S,0,2,0,3,31553,41,0
25950,,Kyle,,Kumar,,1640 West Way,,San Diego-92101-California,6/26/75,High School,Skilled Manual,M,S,1,2,0,0,63225,68,1
25951,,Anthony,A,Anderson,,4264 Oak Creek Ct.,,Stockton-95201-California,3/19/75,High School,Skilled Manual,M,S,0,2,0,0,53058,64,0
25952,,Jon,,Alonso,,9518 Lakeview Place,,Irvine-92602-California,5/22/75,High School,Skilled Manual,M,S,0,2,0,0,49970,64,0
25953,,Hunter,A,Butler,,701 Golf Club Road,,Indianapolis-46201-Indiana,11/11/75,High School,Skilled Manual,M,M,1,2,0,0,56189,72,0
25954,,Noah,E,Carter,,9720 Dalis Dr.,,Virginia Beach-23450-Virginia,8/10/75,Partial College,Skilled Manual,M,M,0,2,0,0,90443,79,0
25955,,Anna,,Robinson,,923 Woodbury Place,,Seattle-98101-Washington,5/16/75,Partial College,Skilled Manual,F,S,0,2,0,0,75294,48,1
25956,,Charles,J,Ramirez,,9323 Cowell Road,,Santa Ana-92701-California,12/20/74,High School,Skilled Manual,M,M,1,2,0,0,49071,66,0
25957,,Stephanie,,Washington,,3556 Mt. Tri-state Court,,Long Beach-90801-California,7/10/76,Partial College,Professional,F,M,0,2,0,0,78081,51,1
25958,,Alfredo,W,Ortega,,1032 Buena Vista,,Milwaukee-53201-Wisconsin,3/11/56,High School,Skilled Manual,M,S,1,2,0,2,114129,74,0
25959,,Katherine,,Hall,,8795 Cunha Ct.,,Anaheim-92801-California,11/10/76,Partial College,Professional,F,S,0,2,0,0,71120,43,0
25961,,Ricardo,T,Goel,,5083 Bates Court,,Indianapolis-46201-Indiana,3/27/57,High School,Skilled Manual,M,S,1,2,0,2,82633,71,1
25962,,Jordyn,J,Jenkins,,2383 Mt. Davidson Court,,San Antonio-78201-Texas,1/28/73,Bachelors,Management,F,S,0,1,0,0,105954,52,0
17494,,Mathew,L,Alvarez,,4858 Shannon Lane,,New Orleans-70112-Louisiana,8/13/49,Partial High School,Clerical,M,M,1,2,1,2,33162,74,0
25966,,Alex,B,Watson,,5047 Northwood Dr.,,San Jose-95101-California,6/17/66,Graduate Degree,Management,M,M,1,4,1,1,194314,114,1
25968,,Benjamin,F,Powell,,5070 Via Alta,,Anaheim-92801-California,10/9/64,Bachelors,Skilled Manual,M,M,1,3,4,4,98177,138,1
25970,,Hailey,C,James,,3544 Brush Creek Drive,,Cleveland-44101-Ohio,9/13/64,Bachelors,Skilled Manual,F,S,0,2,2,4,68183,63,0
25971,,Savannah,,Young,,280 Plymouth Dr.,,Atlanta-30301-Georgia,4/8/63,Bachelors,Professional,F,S,1,2,2,4,86103,63,1
25972,,Jocelyn,,Henderson,,3187 Westwood Court,,Columbus-43085-Ohio,7/5/63,Bachelors,Professional,F,S,0,2,2,4,78937,57,0
25973,,Mariah,,Griffin,,8660 San Vincente Drive,,Philadelphia-19101-Pennsylvania,3/14/63,Bachelors,Professional,F,S,0,2,2,4,82653,62,1
25974,,Noah,E,Jai,,1082 Crivello Avenue,,St. Louis-63101-Missouri,4/5/63,Bachelors,Professional,M,M,1,2,2,4,114014,113,1
25976,,Hunter,F,Coleman,,3824 Birch Bark Rd,,Tucson-85701-Arizona,4/17/68,Bachelors,Professional,M,S,0,1,0,0,93421,75,1
25977,,Jenna,M,Lopez,,3747 Likins Avenue,,Chula Vista-91910-California,4/23/68,Graduate Degree,Professional,F,M,1,0,2,2,105584,76,0
25978,,Morgan,,Perez,,9838 Westchester Pl.,,Saint Paul-55101-Minnesota,11/23/25,Bachelors,Professional,F,S,1,0,0,5,118900,38,0
25979,,Miguel,,Edwards,,5090 Pepper Way,,Orlando-32801-Florida,2/2/63,Bachelors,Professional,M,S,1,2,2,4,114327,105,1
25981,,Isaiah,,Howard,,2904 El Pueblo Pl.,,Bakersfield-93301-California,11/15/63,Bachelors,Professional,M,M,1,4,2,4,96820,114,1
25982,,Rebecca,,Phillips,,6374 St. Germain Lane,,Tampa-33601-Florida,4/17/63,Bachelors,Professional,F,S,0,1,0,0,87894,49,1
25983,,Jack,J,Alexander,,5619 Gathering Court,,Pittsburgh-15201-Pennsylvania,8/22/63,Bachelors,Professional,M,M,0,1,0,0,103679,86,1
25984,,Isabella,D,Wright,,6288 Relief Valley Ct.,,Sacramento-94203-California,11/26/63,Graduate Degree,Professional,F,S,1,0,2,3,106202,69,1
25985,,Justin,L,Harris,,9260 Brown St.,,Lexington-40502-Kentucky,5/27/63,Graduate Degree,Professional,M,M,0,0,2,3,120900,114,1
25986,,Isabel,L,Bryant,,1567 Midway Ct,,Seattle-98101-Washington,1/24/63,Graduate Degree,Professional,F,M,0,0,2,3,81140,65,0
25987,,Hunter,,Kumar,,222 Hunter Drive,,Mesa-85201-Arizona,5/25/62,High School,Skilled Manual,M,M,1,2,2,3,55513,105,1
25988,,Victor,M,Muñoz,,6432 Vista Way,,Charlotte-28201-North Carolina,1/18/62,High School,Skilled Manual,M,S,1,2,3,4,54316,98,1
25989,,Jeremy,,Price,,2225 Stillwater Court,,Los Angeles-90001-California,1/18/62,Bachelors,Professional,M,M,1,1,0,1,97801,83,0
25990,,Jenna,A,Parker,,8311 Roland Drive,,Sacramento-94203-California,8/22/62,Bachelors,Professional,F,S,0,1,0,1,83379,48,0
25991,,Arianna,,Hayes,,5150 82nd Ave,,Phoenix-85001-Arizona,3/12/62,Partial College,Skilled Manual,F,M,1,1,0,1,76830,50,0
25992,,Stephanie,,Flores,,1807 Trafalgar Circle,,Memphis-37501-Tennessee,5/12/62,Partial College,Skilled Manual,F,M,1,1,0,1,80163,57,0
25993,,Heidi,H,Chandra,,8678 Hartnell Court,,Greensboro-27401-North Carolina,5/27/61,High School,Skilled Manual,F,S,1,3,3,4,60394,71,1
25994,,Richard,,Garcia,,6337 Hill Dr,,Jersey City-7302-New Jersey,3/17/61,High School,Skilled Manual,M,S,1,2,2,4,43322,92,1
25995,,Jack,R,Phillips,,8656 Roskelley Dr.,,Stockton-95201-California,4/2/61,High School,Skilled Manual,M,M,1,2,2,4,52506,99,1
25996,,Faith,,Murphy,,3818 Landing Drive,,Baltimore-21201-Maryland,8/15/61,Partial College,Skilled Manual,F,M,1,1,0,1,71563,51,0
25997,,Katherine,,Wright,,5180 Northridge Drive,,Chula Vista-91910-California,11/21/61,Partial College,Skilled Manual,F,M,1,1,0,1,55738,45,0
25998,,Richard,L,Rivera,,3729 Via Del Verdes,,Kansas City-64101-Missouri,3/4/61,Partial College,Skilled Manual,M,M,1,1,0,1,96083,80,1
25999,,Joshua,F,Thompson,,9903 East Leland,,El Paso-79901-Texas,7/1/60,High School,Skilled Manual,M,M,1,2,2,4,61089,107,0
26000,,Connor,,Lopez,,9073 Mayda Way,,Cincinnati-45201-Ohio,10/5/60,Bachelors,Professional,M,S,0,1,0,0,70881,64,0
26001,,Nicholas,G,Lee,,162 Frisbie Court,,Austin-73301-Texas,3/25/67,Partial College,Skilled Manual,M,S,0,1,0,0,60263,70,0
26002,,Samuel,J,Walker,,5509 Mt. Wilson Way,,St. Louis-63101-Missouri,10/3/67,Partial College,Skilled Manual,M,S,0,1,0,0,62619,65,1
26003,,Denise,,Subram,,3974 Central Ave.,,Seattle-98101-Washington,11/25/67,Graduate Degree,Professional,F,S,0,1,0,0,93023,51,0
26004,,Arthur,,Washington,,8481 Cloverleaf Circle,,Anaheim-92801-California,11/8/60,Partial College,Skilled Manual,F,M,1,1,0,1,67325,45,0
26005,,Elizabeth,J,Clark,,2293 Tono Lane,,Seattle-98101-Washington,11/18/60,Partial College,Skilled Manual,F,M,1,1,0,1,79812,58,0
26006,,Garrett,,Peterson,,4234 Coggins Dr.,,Houston-77001-Texas,10/24/59,Bachelors,Professional,M,M,1,0,3,4,117410,130,1
26007,,Jesse,,Morgan,,8905 Candlestick Dr.,,Stockton-95201-California,4/8/59,Bachelors,Professional,M,M,0,0,3,4,102335,129,1
26008,,Jennifer,,Gonzales,,9494 Buena Vista,,San Jose-95101-California,6/23/59,Graduate Degree,Professional,F,M,1,3,5,5,95186,98,0
26009,,Luis,R,Foster,,9836 Hanson Lane,,San Jose-95101-California,9/13/59,Graduate Degree,Professional,M,M,1,3,5,5,119176,164,1
26010,,Morgan,W,Campbell,,6125 Clay Way,,New York-10001-New York,12/23/59,Graduate Degree,Professional,F,M,1,3,5,5,101086,97,1
26011,,Daisuke,,Yanagishima,,5766 Newcastle Road,,Tulsa-74101-Oklahoma,3/11/59,Graduate Degree,Professional,F,S,0,0,0,2,112202,61,0
26012,,Mark,E,Bebbington,,48 Lacanda Ct.,,San Jose-95101-California,8/16/58,Partial College,Skilled Manual,M,M,1,1,0,1,116519,85,0
26013,,Victoria,,Taylor,,2584 Bentley St.,,Phoenix-85001-Arizona,4/21/58,Bachelors,Professional,F,S,1,1,0,1,99182,53,0
26014,,Olivia,,Torres,,5754 Glenhaven Ave,,St. Louis-63101-Missouri,6/21/58,Bachelors,Professional,F,S,0,1,0,1,82855,52,0
26015,,Gabriel,,Chow,,8042 StandingView Dr.,,Fort Wayne-46801-Indiana,4/22/58,Bachelors,Professional,M,M,1,1,0,1,84534,83,0
26016,,Fernando,,King,,942 Brook Street,,Austin-73301-Texas,5/9/58,Bachelors,Professional,M,S,0,1,0,1,111844,77,1
26017,,Derrick,W,Alonso,,7970 Jewett Ave.,,Bakersfield-93301-California,5/7/58,Graduate Degree,Professional,M,M,0,2,4,5,111181,146,1
26018,,Zachary,R,Thompson,,166 Birchbark Place,,Denver-80201-Colorado,7/18/58,Graduate Degree,Professional,M,M,1,0,0,5,138426,87,0
26020,,Barry,R,Lopez,,8982 Ricardo Drive,,Atlanta-30301-Georgia,4/20/69,Graduate Degree,Management,M,M,1,0,0,1,138270,88,1
26021,,Meghan,E,Gutierrez,,8227 Myrtle Drive,,Boston-2101-Massachusetts,7/28/69,Graduate Degree,Management,F,S,1,0,0,1,119380,56,0
26022,,Jamie,,Gao,,5957 Pacifica Ave.,,Philadelphia-19101-Pennsylvania,4/4/69,Graduate Degree,Management,F,M,1,0,0,1,119418,60,0
26023,,Crystal,L,Huang,,3241 Dutch Slough Rd.,,Orlando-32801-Florida,11/9/68,Bachelors,Professional,F,M,0,1,2,2,93268,69,0
26024,,Jill,N,Gutierrez,,3183 Chestnut Ave.,,Cleveland-44101-Ohio,10/21/70,Graduate Degree,Management,F,S,1,1,4,4,136067,91,1
26025,,Aimee,,Zhang,,3648 ViewPoint Court,,Jacksonville-32099-Florida,2/15/70,Bachelors,Professional,F,S,1,0,0,2,104108,49,1
26026,,Cindy,E,Srini,,9099 Warmcastle Ct.,,Memphis-37501-Tennessee,5/14/67,Bachelors,Professional,F,S,1,3,5,5,78092,88,1
26028,,Brandy,,Garcia,,7420 Lilac Circle,,Durham-27701-North Carolina,10/14/69,Graduate Degree,Management,F,S,0,1,0,1,157856,50,1
26029,,Roy,,Vazquez,,8275 Tono Lane,,Atlanta-30301-Georgia,7/19/66,Graduate Degree,Management,M,M,0,3,5,5,149142,165,1
26030,,Rebekah,,Subram,,1290 Arguello Blvd.,,Boston-2101-Massachusetts,10/22/65,Bachelors,Professional,F,M,1,1,3,3,82284,81,0
26031,,Katrina,P,Kumar,,6838 El Rancho Drive,,Washington-20001-DC,5/27/65,Bachelors,Professional,F,S,0,1,3,3,75649,75,0
26032,,Leslie,J,Ruiz,,8195 Geary Ct.,,Tampa-33601-Florida,8/5/65,Bachelors,Professional,F,M,1,4,5,5,92731,100,1
26033,,Danny,J,Vazquez,,9012 F St.,,Los Angeles-90001-California,7/13/65,Bachelors,Professional,M,S,1,1,0,0,100855,77,1
26034,,Rosa,,Gao,,9052 Madhatter Lane,,Denver-80201-Colorado,6/27/64,Bachelors,Professional,F,M,1,2,3,3,88885,84,1
26035,,Shannon,,Vazquez,,8129 Golden Rain,,Jersey City-7302-New Jersey,5/28/64,Bachelors,Professional,M,S,1,2,3,3,91758,113,1
26036,,Haley,,Wright,,9279 Masonic Dr.,,San Diego-92101-California,10/20/64,Bachelors,Professional,F,S,1,2,3,3,85877,77,1
26037,,Erik,L,Dominguez,,637 Lindsey Court,,Honolulu-96801-Hawaii,6/17/73,Partial High School,Manual,M,S,1,2,0,0,14019,60,0
26038,,Nicole,E,Flores,,Dunckerstr 6844,,Lexington-40502-Kentucky,12/24/73,Partial College,Clerical,F,S,0,1,0,0,45805,44,1
26039,,Robert,J,Garcia,,8401 Carson Street,,Colorado Springs-80901-Colorado,1/13/57,High School,Professional,M,M,1,2,0,2,76374,77,0
26040,,Ana,,Butler,,6144 Rising Dawn Way,,Chula Vista-91910-California,5/24/57,Partial College,Professional,F,M,1,0,1,2,69096,62,0
26041,,Gloria,G,Torres,,692 Honey Trail Lane,,Colorado Springs-80901-Colorado,7/5/57,Partial College,Professional,F,M,1,0,2,3,92854,77,0
26042,,Devin,,Griffin,,7053 Santa Maria Ct.,,San Francisco-94101-California,10/6/57,Partial College,Professional,M,M,0,1,0,2,123505,82,0
26043,,Jodi,,Becker,,9183 J Ave,,Indianapolis-46201-Indiana,8/8/56,Partial High School,Skilled Manual,F,M,1,2,0,2,91818,55,0
26044,,Gavin,,Hughes,,1597 Apple Dr.,,Charlotte-28201-North Carolina,4/18/56,Partial High School,Skilled Manual,M,S,0,2,0,2,100547,83,0
26046,,Kara,,Kumar,,2489 Dianda Drive,,Long Beach-90801-California,5/18/56,Partial High School,Skilled Manual,F,S,1,2,0,2,90638,48,0
26047,,Ashley,A,Hall,,3535 Hillview Dr.,,Dallas-75201-Texas,4/7/56,Partial High School,Skilled Manual,F,M,1,2,0,2,82806,52,0
26049,,Christopher,R,White,,5165 Oakmead,,Cleveland-44101-Ohio,6/7/56,High School,Professional,M,M,0,2,0,2,84047,82,0
26050,,Clarence,P,Ye,,8523 Magic Dr,,San Jose-95101-California,9/14/56,High School,Professional,M,S,0,2,0,2,94610,74,1
26051,,Joshua,,Williams,,5988 Red Leaf,,Dallas-75201-Texas,12/24/32,Partial College,Professional,M,M,1,2,0,3,60973,56,0
26052,,Carolyn,,Subram,,2868 Central Avenue,,Virginia Beach-23450-Virginia,4/24/65,Partial College,Professional,F,M,1,3,5,5,98135,98,0
26053,,Austin,E,Anderson,,7259 Birchwood,,Toledo-43601-Ohio,3/22/65,Bachelors,Management,M,M,1,3,1,3,135615,102,1
26054,,Dylan,A,Lee,,4785 Stillman Court,,Lexington-40502-Kentucky,1/13/65,Bachelors,Management,M,S,0,4,1,4,133908,92,1
26055,,Ethan,,Foster,,6642 Sandview Dr,,Dallas-75201-Texas,8/20/65,Partial College,Professional,M,S,1,4,1,4,120900,90,1
26056,,Karen,T,Zeng,,9975 Haynes Court,,Boston-2101-Massachusetts,12/15/65,Partial College,Professional,F,S,1,4,1,4,106590,59,0
26057,,Barry,E,Subram,,7393 Jacaranda Dr.,,Omaha-68101-Nebraska,2/17/65,Bachelors,Management,M,S,1,3,2,2,164951,119,1
26058,,Faith,,Stewart,,3512 View Dr.,,Milwaukee-53201-Wisconsin,11/25/65,Bachelors,Management,F,S,1,4,2,3,154588,72,0
26059,,Andrew,,Anderson,,4777 Rockne Drive,,Boston-2101-Massachusetts,10/21/65,Graduate Degree,Management,M,M,1,4,1,1,179236,109,0
26060,,Kyle,D,Edwards,,744 Ohara Avenue,,Atlanta-30301-Georgia,11/12/65,Graduate Degree,Management,M,M,1,1,2,2,180653,123,0
26061,,Connor,,Butler,,7669 Springfield Drive,,San Antonio-78201-Texas,4/18/65,Graduate Degree,Management,M,S,0,3,0,0,176997,85,1
26062,,Chad,,Raji,,6992 Ponderosa Drive,,Charlotte-28201-North Carolina,9/11/64,Partial College,Professional,M,M,1,2,3,4,117868,136,1
26063,,Wesley,P,Lu,,2253 Firestone Dr.,,Saint Paul-55101-Minnesota,7/13/64,Partial College,Professional,M,M,1,2,3,4,119118,132,1
26065,,Chloe,J,Powell,,1893 Argyll Ave.,,Bakersfield-93301-California,2/20/64,Bachelors,Management,F,S,0,4,2,3,141399,73,1
26066,,Elizabeth,,Martinez,,7339 Eureka Lane,,Kansas City-64101-Missouri,7/27/56,Partial College,Professional,F,M,0,0,2,3,94116,71,1
26067,,Erin,,Morgan,,8595 Mariposa Ct,,Minneapolis-55401-Minnesota,1/23/56,Partial College,Professional,F,M,0,1,2,3,75856,70,0
26068,,Dylan,,Patterson,,3190 Glenhaven Ave,,Long Beach-90801-California,12/16/56,Partial College,Professional,M,M,1,0,3,4,84631,124,0
26070,,Elijah,A,Patterson,,5437 Spring Hill Road,,Austin-73301-Texas,7/3/56,Partial College,Professional,M,S,1,0,1,2,122455,92,1
26071,,Brittany,W,Henderson,,7904 Eagle Peak Avenue,,Corpus Christi-78401-Texas,7/8/55,Partial High School,Skilled Manual,F,S,0,2,0,2,88044,53,0
26072,,Kelli,W,Zhang,,200 Mitchelleanjen Ln.,,Corpus Christi-78401-Texas,7/5/55,Partial High School,Skilled Manual,F,S,1,2,0,2,84438,54,0
26073,,Julia,N,Adams,,6205 Lorie Lane,,Arlington-76010-Texas,4/11/34,Graduate Degree,Management,F,S,0,2,0,2,66706,40,0
26074,,Isaac,D,Reed,,7594 Clearland Circle,,Memphis-37501-Tennessee,10/16/63,Partial College,Professional,M,M,1,2,3,4,131941,140,1
26075,,Jessica,N,Walker,,5872 Whiteaben Drive,,Lexington-40502-Kentucky,4/27/63,Partial College,Professional,F,S,1,2,0,0,105305,51,0
26076,,Kelly,,Ross,,7114 South Royal Links,,Chicago-60601-Illinois,11/13/62,Partial College,Professional,F,M,1,2,4,5,102077,95,0
26077,,Isaac,,Collins,,490 Alan Dr.,,Jacksonville-32099-Florida,11/23/62,Partial College,Professional,M,M,1,3,4,5,121644,143,1
26078,,Alberto,R,Dominguez,,3219 Sandra Circle,,Honolulu-96801-Hawaii,5/11/62,Partial College,Professional,M,M,1,3,4,5,123926,151,1
26079,,Ryan,,Robinson,,5889 Kenwal Rd.,,Mesa-85201-Arizona,9/13/62,Partial College,Professional,M,M,1,4,4,5,129364,149,1
26080,,Sydney,,Roberts,,8811 Medicine St.,# 44,Chula Vista-91910-California,11/23/62,Partial College,Professional,F,M,1,3,2,2,100393,75,1
26081,,Edward,C,Green,,6412 Clifford Court,,Anchorage-99501-Alaska,8/23/62,Partial College,Professional,M,S,0,3,2,2,112557,102,1
26082,,Christian,S,Johnson,,4180 Frisbie Court,,Honolulu-96801-Hawaii,7/5/62,Bachelors,Management,M,S,0,4,2,2,166920,115,1
26083,,Alyssa,,Smith,,324 Mepham Dr.,,Aurora-80010-Colorado,2/5/62,Partial College,Professional,F,S,0,4,1,1,129459,60,1
26084,,Luke,,Jenkins,,3309 Clay Way,,Boston-2101-Massachusetts,4/26/62,Bachelors,Management,M,M,0,3,2,2,169458,128,0
26085,,Ian,,Powell,,2602 Glenside Court,,Fort Worth-76101-Texas,7/26/61,Partial College,Professional,M,M,1,3,4,5,83006,133,1
26086,,Sean,J,Cox,,2862 Pinehurst Court,,San Antonio-78201-Texas,7/20/61,Partial College,Professional,M,M,1,3,4,5,122583,147,1
26087,,Ashley,H,Price,,1820 St. Andrews Dr.,,Riverside-92501-California,7/27/61,High School,Professional,F,M,1,1,3,4,95422,79,1
26088,,Ethan,,Perry,,4823 Park Blvd.,,Corpus Christi-78401-Texas,9/16/61,High School,Professional,M,M,1,2,3,4,104818,124,1
26091,,Chloe,J,Bennett,,438 Mt. Etna,,Baltimore-21201-Maryland,8/21/61,Bachelors,Management,F,M,0,4,2,2,126505,80,0
26092,,Devin,E,Morgan,,6514 Las Juntas Way,,Phoenix-85001-Arizona,5/4/55,Partial High School,Skilled Manual,M,S,1,2,0,2,114777,73,1
26093,,Nicole,,Washington,,3410 Hemlock Ave.,,Tucson-85701-Arizona,8/10/55,High School,Professional,F,S,0,2,0,2,70549,41,1
26094,,Sarah,,Butler,,7292 Preakness Court,,Anchorage-99501-Alaska,6/11/55,High School,Professional,F,M,0,2,0,2,82747,50,0
26095,,Trinity,,Kelly,,290 Reed Way,,Dallas-75201-Texas,7/15/55,High School,Professional,F,M,1,0,3,4,73198,79,1
26098,,Daniel,,Lee,,4575 Shannondale Drive,,Las Vegas-89101-Nevada,9/9/35,Graduate Degree,Management,M,S,0,3,3,3,177304,106,0
26099,,Christina,,Bell,,2324 California St,,Baltimore-21201-Maryland,1/9/36,Partial College,Professional,F,M,0,2,0,3,64701,50,0
26100,,James,Garner,Ptaszynski,,7345 Kenwal Rd.,,Aurora-80010-Colorado,4/2/36,Partial College,Professional,F,S,1,2,0,3,46549,46,0
26101,,Phillip,S,Smith,,4914 Sierra Drive,,Portland-97201-Oregon,1/13/36,Graduate Degree,Management,M,M,1,2,0,2,88955,70,0
26102,,Ana,A,Wood,,6105 Brownstone Rd,,Albuquerque-87101-New Mexico,6/22/60,High School,Professional,F,S,0,2,3,4,98503,78,1
26103,,Jack,A,Yang,,533 Beauer Lane,,Corpus Christi-78401-Texas,3/26/60,High School,Professional,M,M,1,3,3,4,123869,128,1
26104,,Timothy,D,Edwards,,8780 Stephanie Way,,Mesa-85201-Arizona,2/14/60,Partial College,Professional,M,M,0,0,3,3,115580,129,1
26105,,Morgan,C,Gonzales,,705 Seaview Avenue,,Honolulu-96801-Hawaii,11/10/60,Partial College,Professional,F,M,0,4,3,3,133430,87,0
26106,,Connor,,King,,3819 Clayton Way,,Atlanta-30301-Georgia,3/12/60,High School,Professional,M,S,1,3,4,5,167022,137,1
26107,,Alexis,,Thomas,,6987 Buchanan Ct.,,San Francisco-94101-California,4/12/60,Bachelors,Management,F,M,1,3,3,4,140529,86,0
26108,,Dylan,D,Thompson,,6321 Laguna Street,,Memphis-37501-Tennessee,5/5/60,Graduate Degree,Management,M,S,0,2,1,1,180408,100,1
26109,,Dalton,J,Rodriguez,,7839 Liszt Way,,Philadelphia-19101-Pennsylvania,9/3/54,Partial High School,Skilled Manual,M,M,1,2,0,3,87686,75,0
26111,,Sarah,S,Coleman,,5497 Corte Del Prado,,Cincinnati-45201-Ohio,7/10/54,High School,Professional,F,M,1,1,1,3,69313,59,0
26112,,Luke,,Perry,,1641 Overhill Rd,,Raleigh-27601-North Carolina,8/10/53,Graduate Degree,Management,M,M,1,2,0,3,120044,82,0
26113,,Caitlin,L,Rivera,,3598 Walnut Place,,Cleveland-44101-Ohio,3/13/53,Graduate Degree,Management,F,S,1,2,0,3,96858,51,1
26114,,Isaac,J,Peterson,,9187 Mario Way,,Fresno-93701-California,2/17/53,Graduate Degree,Management,M,S,1,2,0,3,110392,77,0
